:BeginHeader
Using satellite data from MODIS/AQUA
Match-up generation datetime: 2021-12-02T13:07:03
Investigator: ermaure
Contact: maure@npec.or.jp
Missing: -999
Delimiter: comma
Header rows: 14
VALIDATION CRITERIA applied to this match-up
-Box size of satellite extract: 5 x 5 = 25 pixels
-Minimum percent valid satellite pixels: 25.0
-Maximum time difference between satellite and in situ: 3 h
-Level-2 flags considered for data screening: ATMFAIL+LAND+CLDICE+CHLFAIL+NAVFAIL
:EndHeader
cruise,Year,Month,Day,Hour,Minute,Second,Lat,Lon,id,etopo2,chl,Datetime,Filename,Variable [Units],StartDatetime,EndDatetime,ValidPixels,InvalidPixels,Min,Max,Mean,STD,Median,PointValue,PixelValue01,PixelValue02,PixelValue03,PixelValue04,PixelValue05,PixelValue06,PixelValue07,PixelValue08,PixelValue09,PixelValue10,PixelValue11,PixelValue12,PixelValue13,PixelValue14,PixelValue15,PixelValue16,PixelValue17,PixelValue18,PixelValue19,PixelValue20,PixelValue21,PixelValue22,PixelValue23,PixelValue24,PixelValue25,PixelFlags01,PixelFlags02,PixelFlags03,PixelFlags04,PixelFlags05,PixelFlags06,PixelFlags07,PixelFlags08,PixelFlags09,PixelFlags10,PixelFlags11,PixelFlags12,PixelFlags13,PixelFlags14,PixelFlags15,PixelFlags16,PixelFlags17,PixelFlags18,PixelFlags19,PixelFlags20,PixelFlags21,PixelFlags22,PixelFlags23,PixelFlags24,PixelFlags25
bats174a,2003,4,4,15,38,0,32.1689,-64.5003,476.0,3106.0,0.144,2003-04-04T15:38:00,A2003094172000.L2_LAC_OC.nc,Rrs_547 [sr^-1],2003-04-04T17:20:00,2003-04-04T17:25:00,15,0,0.00145000,0.00171400,0.00158640,0.00007382,0.00157000,0.00153600,0.00145000,0.00157000,0.00154200,0.00162600,0.00149800,0.00164600,0.00171400,0.00154600,0.00165800,0.00165400,0.00150800,0.00154600,0.00153600,0.00168000,0.00162200,,,,,,,,,,,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,,,,,,,,,,
bats174a,2003,4,4,15,38,0,32.1689,-64.5003,476.0,3106.0,0.144,2003-04-04T15:38:00,A2003094172000.L2_LAC_OC.nc,Rrs_645 [sr^-1],2003-04-04T17:20:00,2003-04-04T17:25:00,15,0,-0.00006800,0.00014000,0.00004187,0.00005913,0.00004800,-0.00005200,0.00007600,0.00007800,0.00006000,0.00014000,0.00012200,0.00003200,0.00010600,0.00004200,0.00006200,0.00004800,-0.00006800,-0.00003400,-0.00005200,0.00000600,0.00001000,,,,,,,,,,,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,,,,,,,,,,
bats174a,2003,4,4,15,38,0,32.1689,-64.5003,476.0,3106.0,0.144,2003-04-04T15:38:00,A2003094172000.L2_LAC_OC.nc,Rrs_667 [sr^-1],2003-04-04T17:20:00,2003-04-04T17:25:00,15,0,0.00008600,0.00016200,0.00012400,0.00001811,0.00012200,0.00008600,0.00011400,0.00012600,0.00012000,0.00013800,0.00011000,0.00014200,0.00016200,0.00011400,0.00014400,0.00012200,0.00010000,0.00012000,0.00008600,0.00013200,0.00013000,,,,,,,,,,,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,,,,,,,,,,
bats174a,2003,4,4,15,38,0,32.1689,-64.5003,476.0,3106.0,0.144,2003-04-04T15:38:00,A2003094172000.L2_LAC_OC.nc,Rrs_678 [sr^-1],2003-04-04T17:20:00,2003-04-04T17:25:00,15,0,0.00016600,0.00024000,0.00019893,0.00002330,0.00019000,0.00018000,0.00017200,0.00018200,0.00016600,0.00020000,0.00019000,0.00020000,0.00022800,0.00017800,0.00024000,0.00023400,0.00018600,0.00018600,0.00018000,0.00021400,0.00022800,,,,,,,,,,,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,,,,,,,,,,
bats174a,2003,4,4,15,38,0,32.1689,-64.5003,476.0,3106.0,0.144,2003-04-04T15:38:00,A2003094172500.L2_LAC_OC.nc,chlor_a [mg m^-3],2003-04-04T17:25:01,2003-04-04T17:30:00,24,1,0.12904365,0.18203990,0.14347900,1.09044653,0.14056626,0.17451969,0.13913681,0.14060161,0.13819358,0.13772810,0.13436094,0.13107379,0.13778584,0.12997097,0.14439575,0.14231421,0.18203990,0.14432453,0.17451969,0.15687351,0.14250045,0.12904365,-999,0.16678022,0.14053090,0.14098659,0.15428215,0.14091216,0.13652998,0.13675086,0.13532120,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+CLDICE+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL
bats174a,2003,4,4,15,38,0,32.1689,-64.5003,476.0,3106.0,0.144,2003-04-04T15:38:00,A2003094172500.L2_LAC_OC.nc,Rrs_412 [sr^-1],2003-04-04T17:25:01,2003-04-04T17:30:00,24,1,0.00693000,0.00870400,0.00806467,0.00043409,0.00816500,0.00843200,0.00813000,0.00850000,0.00848200,0.00854200,0.00870400,0.00764000,0.00785000,0.00693000,0.00808000,0.00816400,0.00730600,0.00820800,0.00843200,0.00816600,0.00832200,0.00812200,-999,0.00757800,0.00805800,0.00830600,0.00720000,0.00823000,0.00826800,0.00832600,0.00800800,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+CLDICE+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL
bats174a,2003,4,4,15,38,0,32.1689,-64.5003,476.0,3106.0,0.144,2003-04-04T15:38:00,A2003094172500.L2_LAC_OC.nc,Rrs_443 [sr^-1],2003-04-04T17:25:01,2003-04-04T17:30:00,24,1,0.00573400,0.00726800,0.00685292,0.00034170,0.00691200,0.00724000,0.00692600,0.00709000,0.00716800,0.00713800,0.00726800,0.00647400,0.00657200,0.00573400,0.00677200,0.00684200,0.00649800,0.00688000,0.00724000,0.00682000,0.00703400,0.00694000,-999,0.00658200,0.00679000,0.00701200,0.00637000,0.00717800,0.00713400,0.00711000,0.00689800,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+CLDICE+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL
bats174a,2003,4,4,15,38,0,32.1689,-64.5003,476.0,3106.0,0.144,2003-04-04T15:38:00,A2003094172500.L2_LAC_OC.nc,Rrs_488 [sr^-1],2003-04-04T17:25:01,2003-04-04T17:30:00,24,1,0.00443800,0.00591400,0.00542225,0.00028869,0.00545100,0.00591400,0.00543600,0.00558400,0.00558400,0.00564800,0.00568400,0.00499800,0.00515200,0.00443800,0.00533600,0.00540400,0.00528800,0.00551600,0.00591400,0.00542000,0.00557800,0.00545600,-999,0.00527000,0.00541000,0.00552200,0.00509600,0.00571800,0.00562800,0.00560800,0.00544600,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+CLDICE+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL
bats174a,2003,4,4,15,38,0,32.1689,-64.5003,476.0,3106.0,0.144,2003-04-04T15:38:00,A2003094172500.L2_LAC_OC.nc,Rrs_531 [sr^-1],2003-04-04T17:25:01,2003-04-04T17:30:00,24,1,0.00161600,0.00292400,0.00243042,0.00024163,0.00246800,0.00292400,0.00244600,0.00260200,0.00259200,0.00257000,0.00260800,0.00203000,0.00223600,0.00161600,0.00243000,0.00245200,0.00252600,0.00247000,0.00292400,0.00258200,0.00257600,0.00223200,-999,0.00246600,0.00239400,0.00250600,0.00219200,0.00258200,0.00243600,0.00248800,0.00237400,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+CLDICE+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL
bats174a,2003,4,4,15,38,0,32.1689,-64.5003,476.0,3106.0,0.144,2003-04-04T15:38:00,A2003094172500.L2_LAC_OC.nc,Rrs_547 [sr^-1],2003-04-04T17:25:01,2003-04-04T17:30:00,24,1,0.00102000,0.00240600,0.00187583,0.00025176,0.00190800,0.00240600,0.00186800,0.00199800,0.00199400,0.00197200,0.00197400,0.00147000,0.00164400,0.00102000,0.00187600,0.00186600,0.00213600,0.00190800,0.00240600,0.00207200,0.00198600,0.00166200,-999,0.00205000,0.00181400,0.00193800,0.00177200,0.00200200,0.00190600,0.00190800,0.00177800,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+CLDICE+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL
bats174a,2003,4,4,15,38,0,32.1689,-64.5003,476.0,3106.0,0.144,2003-04-04T15:38:00,A2003094172500.L2_LAC_OC.nc,Rrs_645 [sr^-1],2003-04-04T17:25:01,2003-04-04T17:30:00,24,1,-0.00008200,0.00031600,0.00018533,0.00009889,0.00020200,0.00015200,0.00018400,0.00027600,0.00031600,0.00028000,0.00029200,0.00023600,0.00019000,0.00025400,0.00025200,0.00021800,-0.00008200,0.00015200,0.00015200,0.00025200,0.00026000,0.00017800,-999,0.00014400,0.00021400,0.00025400,-0.00007400,0.00007600,0.00013000,0.00014200,0.00015200,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+CLDICE+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL
bats174a,2003,4,4,15,38,0,32.1689,-64.5003,476.0,3106.0,0.144,2003-04-04T15:38:00,A2003094172500.L2_LAC_OC.nc,Rrs_667 [sr^-1],2003-04-04T17:25:01,2003-04-04T17:30:00,24,1,0.00008200,0.00027600,0.00020075,0.00004492,0.00019700,0.00019400,0.00022000,0.00027600,0.00026600,0.00026800,0.00025400,0.00020000,0.00018400,0.00018000,0.00022600,0.00020200,0.00012400,0.00018400,0.00019400,0.00023600,0.00024400,0.00013800,-999,0.00018000,0.00020000,0.00022000,0.00008200,0.00018600,0.00017200,0.00019400,0.00018800,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+CLDICE+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL
bats174a,2003,4,4,15,38,0,32.1689,-64.5003,476.0,3106.0,0.144,2003-04-04T15:38:00,A2003094172500.L2_LAC_OC.nc,Rrs_678 [sr^-1],2003-04-04T17:25:01,2003-04-04T17:30:00,24,1,0.00012200,0.00033400,0.00026150,0.00005252,0.00026600,0.00024000,0.00027400,0.00033400,0.00033400,0.00032000,0.00032000,0.00025200,0.00025600,0.00027400,0.00028000,0.00025400,0.00014000,0.00024800,0.00024000,0.00030000,0.00030600,0.00021800,-999,0.00018600,0.00026000,0.00030000,0.00012200,0.00025600,0.00025000,0.00027200,0.00028000,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+CLDICE+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL,HIGLINT+STRAYLIGHT+MODGLINT+PRODFAIL
bats177,2003,7,6,15,52,0,31.7922,-64.7508,493.0,4304.0,0.047,2003-07-06T15:52:00,A2003187165000.L2_LAC_OC.nc,chlor_a [mg m^-3],2003-07-06T16:50:01,2003-07-06T16:54:59,25,0,0.05563998,0.06015873,0.05720119,1.01928307,0.05699784,0.05698120,0.05699784,0.05700146,0.05720429,0.05595851,0.05563998,0.05680300,0.05650762,0.05678839,0.05571929,0.05621228,0.05846881,0.05598833,0.05698120,0.05762606,0.05674180,0.05793643,0.05649558,0.05606278,0.05796169,0.05759415,0.05810829,0.05749767,0.05872602,0.06015873,0.05911111,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL,PRODFAIL
